scorer,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000,DeepCut_resnet50_String Pull MergeMay22shuffle1_493000
bodyparts,LHand,LHand,LHand,RHand,RHand,RHand,RFinger1,RFinger1,RFinger1,RFinger2,RFinger2,RFinger2,RFinger3,RFinger3,RFinger3,RFinger4,RFinger4,RFinger4,LFinger1,LFinger1,LFinger1,LFinger2,LFinger2,LFinger2,LFinger3,LFinger3,LFinger3,LFinger4,LFinger4,LFinger4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
207,248.7651997,483.0995027,0.999999404,143.7316885,473.966182,1,167.9358373,469.9470304,0.012446395,170.7672771,477.9244492,0.999999523,164.7290983,497.1601663,1,154.7514242,504.5917249,0.999999881,244.6955272,463.6105399,0.999999881,225.4990973,478.0358791,0.999999881,227.7392735,493.7535447,1,237.4330572,501.9493868,1
208,245.6067593,503.9790778,0.999999762,129.0836792,389.165949,0.999997497,151.8641424,395.8911681,0.991958261,146.6215425,393.7890074,0.999721587,140.270482,399.6871619,0.99856925,139.5882235,404.5425313,0.994870901,239.1039944,484.3092328,1,224.2291522,502.555156,0.999999881,226.6564136,517.197952,1,236.8876519,523.9148075,0.999999881
209,241.6766121,526.2337699,0.999999881,135.7685871,352.0127206,0.999999166,151.0766602,334.4777172,0.999999404,137.6924055,329.6171889,0.999999642,134.5116363,340.6338011,0.999999881,135.0518649,354.2252789,1,232.9252975,506.6303825,0.999999166,220.3430966,524.4212634,0.999999881,225.1394525,538.3929219,0.999999881,234.210875,545.2469883,1
210,236.2089889,540.9109675,0.999999523,161.6531868,321.4581008,1,172.1352369,298.7416239,0.999999762,160.318011,292.460437,1,156.705237,302.7066474,0.999999404,156.0234292,327.4005001,0.999997735,230.0831294,520.0706668,1,215.5088613,537.9574049,1,218.8937544,552.7264395,1,228.4367388,561.0363669,1
211,228.3012506,547.4183173,1,172.5274249,318.088706,0.999987602,183.306633,289.3590086,0.996716559,174.1001678,286.8294864,0.999999523,162.174862,298.9096191,0.999999881,162.0389771,333.8518924,0.999999881,220.8239307,527.9636135,1,208.8428602,545.8795846,1,211.7505364,560.0787585,1,221.7774429,567.3405831,1
212,225.1737802,556.1156973,0.999999642,186.6262972,337.5929108,0.999992847,209.5985243,605.8959645,0.000312076,200.1538081,307.1128945,0.999998689,190.5419867,326.5881102,0.999981284,179.0147617,349.9308251,1,217.0056901,535.5340743,1,205.0874182,557.0191599,0.999999642,208.3616967,570.9830482,0.999999762,218.7090094,577.3663421,1
213,224.5607455,568.1923068,0.999999285,193.2064545,352.7552714,1,202.4736792,323.2377298,0.664700985,207.3898847,329.7306581,0.999999881,204.8754483,351.6310177,0.999969363,188.4110833,370.0749987,1,217.0662446,549.3044986,1,205.4020926,569.4707346,0.999999285,209.5109453,583.2297392,1,218.05114,590.043608,0.999999881
214,224.6821258,581.0268134,1,193.3358607,364.6672536,1,206.7067838,337.5938704,0.999998331,211.8839379,350.2700145,1,211.9793576,369.7162409,0.999999881,195.9548265,383.3108621,1,215.9234633,563.84913,0.999999881,206.179472,582.1674073,1,209.5529985,594.3361499,0.999999762,219.1855373,601.3903117,0.999967217
215,227.6581824,590.2045999,0.99999845,198.5986056,376.986218,1,213.741249,350.0311127,1,221.1058682,363.4796235,1,223.6032269,382.5520754,0.999999881,208.1461844,396.8293012,1,216.181973,574.4598627,0.999789894,208.8474238,591.7009156,0.999991655,212.4392954,604.8191535,0.998349071,220.5361075,610.5642633,0.613063633
216,232.2736945,601.1644006,0.999345005,200.6174998,389.1859446,1,214.295877,361.9314747,0.999999881,222.6314626,377.683188,0.999999881,227.7293883,395.4665136,1,210.3610213,407.4593849,1,216.4832053,592.493012,0.982452273,214.1485839,608.1035314,0.822972715,220.3704458,614.1225395,0.0397585,-0.024739265,3.062558949,0.001230368
217,0.847714424,1.643417358,0.04618847,201.0244675,400.9806943,1,216.3476782,374.0587146,0.999999523,224.8420973,387.9431534,1,229.2090093,404.2899595,1,213.4130427,418.1013764,1,227.8724689,608.71347,0.003647761,216.4620652,614.6680851,0.001935852,234.7728227,614.8065405,0.003726696,0.010095835,3.114511728,0.001465078
218,248.8472331,542.6785576,0.067074232,200.8542171,414.7096336,1,216.9444795,388.8213956,1,224.4062343,403.0247735,1,226.7575012,417.6944213,1,213.5748031,431.4423907,1,225.9381361,609.58219,0.001900762,220.7840261,613.1840162,0.000417969,233.435168,614.230444,0.001243074,0.087407351,3.315003335,0.000873668
219,1.046598196,1.742013454,0.008476013,200.021677,432.9657688,1,217.0682492,407.6200774,1,220.9246629,422.9406667,1,222.1662576,437.7478992,1,211.2598197,449.8606319,1,245.1613104,607.0723083,0.001731525,244.1670325,612.680131,0.000883257,249.4594002,613.1784744,0.002525956,225.7927032,441.4593425,0.001049561
220,298.9110062,497.2088923,1,201.3162832,454.8541977,1,218.3533223,432.629673,1,218.794988,446.2756014,1,221.9526771,462.6560278,1,214.6824365,475.3841333,1,268.5686135,514.9139497,1,274.4421469,532.125639,1,288.5344048,537.2816367,0.999999881,301.2286847,525.4643152,0.999999642
221,324.8326933,410.4576303,1,203.6227856,475.2942281,1,218.8543398,450.2284247,1,221.1472551,467.1934456,1,225.5275464,480.9447379,1,217.5444984,494.5308099,1,301.5554682,407.6147404,0.999993443,300.2243033,414.0422072,0.999997258,305.1323333,421.2116395,0.999999881,310.1458294,429.0889114,0.999999642
222,336.5877967,363.8966686,0.99849391,209.4225698,494.8289165,1,222.4117596,470.1459312,1,224.7130227,487.4376171,1,227.4227918,502.0617063,1,219.713861,515.9512176,1,305.2023203,348.7498244,0.999995589,315.0855076,343.7108686,0.999994516,319.8839543,355.2466876,0.996590972,317.7634531,368.5325832,0.899115562
223,328.829407,320.514668,0.997475922,214.0829871,516.3302851,1,228.1425059,489.506321,1,231.5101566,508.0652786,1,234.0883367,523.4651614,0.999999642,226.7126529,536.1317935,1,307.3392562,293.7494661,0.996459663,314.6877042,295.5305636,0.999970317,317.5788043,303.5857069,0.995741487,307.0563478,318.088397,0.861538827
224,308.0078109,299.006786,0.99964273,219.8347802,532.2736173,1,233.1363668,507.682058,1,237.5130484,526.6005661,0.999999881,239.4327517,541.7212646,0.999999762,230.7817807,552.9902134,1,291.5192952,262.7653031,0.998710394,299.3727809,262.8313463,0.999997735,300.0977194,267.8235853,0.999890566,290.9011488,301.4458976,0.997131348
225,287.946434,287.7075176,0.999964595,223.9411254,548.8834132,1,239.9536018,524.9652522,1,243.1142524,543.5953107,1,244.4973166,557.7449849,1,234.8401271,568.1178222,0.999999881,273.1556892,253.2307944,0.999980807,281.1112394,249.5868278,0.999999762,282.8956939,265.524581,0.999983788,287.2525134,299.2080976,0.999992371
226,266.3363993,317.2349077,0.999244094,229.108196,561.3607254,1,245.0620909,536.4624305,1,249.8629553,555.3331419,1,250.4676158,569.4182978,0.999999881,241.4479716,580.7628217,1,251.3139076,278.9156117,0.955473781,248.8874876,280.1022177,0.999963403,254.9335985,298.205012,0.888901711,254.6972628,317.0874511,0.996246159
227,248.4974728,335.2718053,0.998564541,232.9865446,572.631269,1,250.6692953,549.3772775,1,253.4888341,568.2087531,0.999999881,253.3521976,580.0681763,0.999999881,246.7723155,591.7898784,1,238.822062,296.3230686,0.977962136,227.6137693,310.694628,0.99775511,229.874512,328.6817148,0.419141859,244.3268633,347.4402727,0.999996543
228,249.183805,342.0820935,0.999999762,234.9880242,582.3644447,0.999999881,254.0080016,564.7943214,1,255.6729755,579.0436561,0.999999762,254.8987808,589.8374635,0.999985576,246.0102994,601.3419526,0.999900818,240.1332803,313.9184074,0.999998927,221.7910194,333.0750357,0.999999881,223.1283863,348.9562194,0.999998569,242.9693571,364.4452388,1
229,243.6306464,363.4904442,0.999999881,237.0031773,589.2671458,0.999999285,254.286773,576.1615574,0.999999762,257.01296,588.0276441,0.999982476,255.1265903,596.6101683,0.999985576,247.0644422,605.2507969,0.997301936,233.6767435,333.8549726,0.999999881,215.1489573,355.6014081,1,218.3401999,369.6085763,0.999999881,237.7791201,384.2034047,1
230,240.0745649,380.1097445,0.999999642,238.1654003,599.8100419,0.998851776,252.84376,591.7937424,0.999953151,258.6201818,601.7848935,0.033532374,256.0036893,612.9917421,0.001585215,198.8201816,0.820241213,0.001584833,229.4468633,351.641927,1,209.8547747,375.5176039,0.999999881,212.8532842,389.5469809,1,233.9264569,403.3576898,1
231,232.4653759,397.813302,0.999999881,229.9345077,605.8111902,0.510435164,247.572937,604.3043799,0.110686153,251.3461277,611.6260633,0.001187592,224.7756939,406.9163527,0.000185244,214.0558429,423.9787302,0.001128814,220.7713618,370.9767078,1,201.5423951,395.9634936,0.999999881,206.4670906,409.5737195,0.999999762,224.9956064,421.5133319,1
232,227.3977928,415.0570858,0.999999285,227.5545887,607.6142869,0.250945985,240.9963179,603.9756279,0.021825543,258.5853109,612.5584326,0.001384605,240.4262104,614.4499893,0.000154491,210.5590496,434.7891755,0.000837812,213.7211686,386.762598,1,196.1157994,413.7222444,1,201.3929677,426.252875,0.999999762,219.1513672,438.1678398,1
233,223.8021216,428.7115479,0.999999642,212.7796942,605.5962144,0.816054106,233.7998807,605.6205879,0.373679489,236.236113,612.3165522,0.007174327,214.5659227,428.6663727,0.000115528,160.4354782,0.880023956,0.001497795,208.9711466,401.6051617,1,192.3000264,429.607484,0.999999881,196.2953351,443.1658078,0.999999881,215.93416,454.3754878,1
234,223.1682127,446.1370604,0.999999642,203.862115,597.6436824,0.307777643,230.8717604,604.8825877,0.129961893,261.8487091,255.2505519,0.002995418,224.267477,445.0895375,7.93E-05,160.0080376,1.09485817,0.006831052,208.0532441,419.0144069,1,193.5549972,448.9143147,1,198.7442169,463.0809617,0.999999881,217.5698006,472.3440399,1
235,222.77107,459.1083786,0.999999404,174.758997,559.7949877,0.999999285,196.2401858,558.5522609,0.999872923,198.6744967,582.7581596,0.999995708,186.193288,592.6647985,0.99983418,171.5062687,590.9835901,0.999893427,208.8038607,432.8734417,1,194.9599345,462.7108715,0.999999881,201.1610527,476.1456978,0.999999762,219.9006252,484.873253,1
236,222.2108729,466.9883149,0.999999166,151.3649952,491.9028922,1,177.7509325,499.8835447,1,175.0166159,510.9358091,0.999999523,164.2245892,518.6651394,1,152.6755476,518.4187729,1,208.5478415,442.1909089,1,197.5048121,471.4714928,1,201.8775442,483.4402211,1,219.5462574,492.7350055,1
237,220.1998874,476.8059714,0.999999642,146.3936294,418.949894,0.999999881,167.6311944,420.9546501,0.999964714,163.2293625,426.4341446,0.999998927,160.0848911,432.174778,0.999988437,153.3118961,437.5069138,0.999989033,204.2418781,451.6455326,1,194.0095996,480.4818454,1,200.1920466,494.266468,0.999999881,217.5878506,503.3179018,0.999999881
238,212.751534,483.441641,1,140.513742,370.8397884,0.999984145,157.5275528,364.8379899,0.999992728,148.6851072,361.5160382,0.999998927,141.3268398,371.8943669,0.999998689,139.4354903,380.687647,0.999991298,198.9102955,456.7939882,1,187.5611428,487.8275962,0.999999881,192.1666386,499.542902,1,208.7401404,509.89074,1
239,211.0954536,490.7834489,0.999999881,143.7850938,348.8174379,0.999996901,151.0567148,329.0546093,0.99999404,136.4212823,322.8150961,0.999999642,130.6811339,332.6755416,0.999999523,130.8168831,356.7956372,0.999999523,197.0942206,465.9417543,1,185.3842044,494.8216004,0.999999881,189.7531199,508.1201338,0.999999762,206.7619402,517.68042,1
240,212.0386505,504.4819436,0.999999881,141.2687793,339.4004803,0.9999336,150.4539053,322.1549511,0.998332679,130.8538628,312.8319492,0.983719707,120.1367831,319.334547,0.99629885,121.5896661,355.6244453,0.997502387,198.1133449,477.9195981,1,186.9305868,507.5481172,0.999999762,191.0800056,519.1221464,1,208.263175,530.1347442,1
241,212.417618,517.074639,1,140.584269,354.7210947,0.999993324,154.5564518,333.5797328,0.893219531,135.9914951,328.5476751,0.994041383,124.9155161,337.107142,0.999856234,124.6890655,372.5236563,0.999745667,199.5041213,490.6435875,1,189.2306582,519.9338202,0.999999881,193.1361432,531.7041551,1,210.5170629,542.0469398,1
242,213.1109296,528.4128289,1,148.970803,388.6063704,0.999998569,163.3307866,354.6819136,0.998841584,156.8087044,358.0110562,0.999996543,146.2760048,373.0810947,0.999304175,137.7896876,402.4539462,0.99999094,201.7828317,503.1979837,1,191.6468947,531.9502569,1,195.5243438,544.1647606,1,211.8022694,552.8953218,1
243,217.9454653,538.5632175,0.999999404,162.9524294,399.5401626,1,182.2319856,364.4493484,1,178.9000189,381.3469591,0.999996185,173.0141566,403.5946784,0.99986887,158.4804161,421.37344,0.999999881,207.2415235,513.6465838,1,195.487877,543.2784307,1,199.4051962,556.267442,1,214.2866983,564.3458931,1
244,222.456955,547.708077,0.999999881,168.9820514,409.3054941,0.999999642,189.3734607,376.931699,0.999999881,187.9503536,398.9140131,0.999999166,185.5577672,417.9497478,0.999998689,169.4204378,430.6102614,1,211.0975433,522.992952,1,200.9291301,550.3948145,1,203.7867319,564.3528118,1,216.7689328,572.4387666,0.999999881
245,224.4404857,557.6420945,0.999999642,179.0822775,419.960019,1,200.9075058,393.2032871,0.999997854,202.9034001,411.4819639,1,198.9693544,432.0583615,1,182.6270103,443.9388306,1,213.3261197,533.5092179,1,203.1751021,562.5392587,1,207.6489623,575.3713541,1,219.0807468,583.860534,0.999999881
246,224.0141006,573.5796043,0.999999762,188.5910125,424.0975816,0.999999762,211.5526094,402.3992568,0.985621631,221.7752506,414.1323671,0.999993682,212.8785836,434.8226582,0.999999881,192.9601893,450.6617428,1,213.5248584,552.8332782,0.999999762,201.3851056,577.6550992,0.999999642,207.8126764,593.1364396,0.999999166,223.8497539,596.9542084,0.999997139
247,226.2221675,583.6729231,0.999999762,199.298676,434.0448332,1,228.2561555,415.9840364,0.957628012,235.1345173,426.5540566,0.999995947,228.0468019,448.6341,0.999987125,205.5272095,463.920011,0.999999881,214.6612041,570.6003604,0.999928117,207.3652258,590.4065263,0.999998331,212.7477589,601.2498851,0.999924421,226.054265,600.6851478,0.987479746
248,230.3081396,587.8222388,0.999999046,207.6357062,439.0037727,0.999999881,234.8380609,421.0284321,0.985697269,244.8898615,434.3541038,0.99999845,236.0495632,454.9983692,0.999986291,214.4086797,468.4642136,1,218.8309618,576.5721605,0.999337494,212.4165969,593.8835063,0.999689221,218.7744396,604.0914938,0.566687465,229.4036063,605.7421813,0.467706919
249,234.3514018,597.150649,0.999765098,210.4103173,446.6298401,1,236.1714782,429.0622432,0.98592639,250.7662017,442.6593642,0.999995708,238.8475566,461.141832,0.999957919,219.3505685,475.9590731,1,220.3236172,592.7015207,0.988293529,220.1511201,602.6382422,0.083747432,225.5334494,610.9108539,0.020871453,243.7647255,470.6503351,0.482626587
250,251.364655,468.3304262,0.17185156,213.8947821,456.140121,1,238.3544824,444.0092821,0.999513268,252.4202315,459.5474472,0.999991655,241.2533059,475.0486503,0.999983788,222.6549625,484.4991375,1,235.1567987,483.1927972,0.006608556,238.1283739,453.2687788,0.001648906,246.8091173,465.3168888,0.001139621,244.5564356,482.3724242,0.790965497
251,251.0893363,472.43188,0.04611196,214.2296467,461.8476719,1,235.6183904,446.7874849,0.999399066,254.4160802,460.9197621,0.999996781,243.2522481,478.4225657,0.999998331,223.5273852,488.7879639,1,244.2740165,490.1099458,0.012717337,240.4613843,452.9350023,0.001388234,250.1848694,610.5117216,0.000364014,244.7981401,485.2571281,0.213702857
252,300.2721195,508.9202103,0.999999642,214.8226948,468.420092,1,236.8538101,453.4359421,0.993136764,255.3023534,470.7412617,0.999999881,246.3214042,484.519437,1,227.2437263,497.0128446,1,272.0686765,527.2585979,0.999990225,277.6741946,545.0847797,0.999999881,294.1919796,549.2618396,1,306.930124,535.1778522,0.999999762
253,322.4872645,405.4424049,0.999999881,225.2206254,475.8361924,1,246.361732,463.4131796,0.996566892,259.2788475,477.3118892,0.999999762,252.1606859,492.435037,0.999999404,235.2720766,505.3012133,1,299.4844441,406.9276605,0.999999404,300.9027907,412.745256,0.999996424,305.9269168,418.058526,0.999999881,311.223635,426.2301766,0.999999881
254,322.3411392,360.4329357,0.999836683,233.0425811,479.8604407,1,253.0564234,467.1011147,0.99742198,271.7001314,483.3487019,0.999999404,266.0552158,497.4763489,0.999997854,244.4132034,508.0515984,1,303.5861893,338.2301959,0.999988794,304.657696,332.712183,0.999994874,305.8411002,339.3489535,0.99805057,299.8254517,357.898252,0.999227405
255,281.6471195,328.1108799,0.999945283,238.3145537,489.9063644,1,258.3070611,476.5842137,0.999978662,271.0477939,490.3049459,0.999999404,264.1377921,506.0487757,0.999999166,245.4067584,517.2255358,1,262.2560771,292.7439003,0.985135138,265.0071692,291.9059392,0.999999642,265.0543985,302.1267798,0.999915838,268.1301187,326.8372059,0.999780953
256,255.4323912,328.116245,0.999391317,241.6360998,497.086791,1,259.5942782,483.0480563,0.999989271,270.6055543,497.0858769,0.999999404,262.2975559,510.9356093,0.999999881,245.922011,525.2773507,1,240.1181288,281.6793301,0.986409843,237.4957534,290.1758955,0.999983072,237.4960439,307.218903,0.970839739,246.6396666,339.7389176,0.999870896
257,230.4043803,338.0772413,0.999808013,241.033124,506.0801911,1,258.8799717,496.550652,0.999999642,267.9016634,510.9540687,0.999997735,261.3171074,523.5098663,0.999999881,245.5558051,536.0427003,1,216.8967338,301.726683,0.999997616,200.022764,320.9531934,0.999988794,201.7312894,337.9719675,0.999981999,223.060307,357.3528763,0.999998569
258,224.895941,354.0287677,0.99999547,239.1877029,511.812242,1,260.6685541,510.3353074,0.999974608,267.3113072,527.328023,0.999720871,256.4451549,538.3990475,0.999998569,238.6099117,543.8134005,1,214.1867404,321.3030214,1,191.6291027,342.8111112,0.999999285,192.9896824,358.5789828,0.999999285,219.9622284,374.7675273,0.999999881
259,225.9000208,368.9365573,0.999999523,228.0950115,512.9687791,1,246.628675,509.3452765,0.999986291,256.0805159,534.9577124,0.999990582,244.8779679,545.9409928,0.999999404,221.9102741,544.2782655,0.999999881,215.3951671,337.5390556,1,194.3466871,361.1380596,0.999999881,196.4935824,376.9086075,0.999999762,219.9319291,390.0287738,0.999999881
260,224.934464,380.9647878,0.999998808,176.5593805,470.5020611,1,202.1812361,475.9609915,0.999999881,199.8754487,494.1358874,0.999999285,191.9096744,501.6646472,0.999999881,177.4017823,501.4199514,1,213.559486,351.3850772,0.999999881,194.570502,377.0602148,0.999999881,197.7864151,389.8080921,1,217.9227855,400.7713993,0.999999881
261,213.7039413,396.9104412,0.999999642,141.8563933,396.6809012,0.999999523,166.3746657,404.6063464,0.999962926,164.3151658,410.2368312,0.999997258,161.060184,412.5381248,0.999982357,152.9871125,418.9412153,0.999984384,201.9571092,367.736342,0.999999881,186.3406291,394.2758535,0.999999881,188.9324564,406.5854371,1,204.4900661,416.9212451,1
262,205.2624675,411.6674266,0.999999404,135.7840726,354.243,0.999972224,152.692009,343.0328496,1,141.798442,338.8027419,1,137.755857,349.6152641,0.999998808,138.2245007,360.7695322,1,190.6450262,382.7119172,0.999999881,175.762279,412.8348697,0.999999881,181.1079308,425.1630511,0.999999881,196.9524865,433.355274,1
263,199.3180368,430.9766185,0.999999642,142.0493238,325.5556725,0.999997616,151.7053878,302.6093104,0.999999285,136.5914998,298.4753057,0.999999404,129.7238319,307.7086591,0.999999762,131.7602268,335.3978801,0.999999881,185.4208808,403.3328959,1,170.589826,431.5724196,0.999999881,174.2815917,443.9816611,0.999999762,190.4899323,453.5428406,1
264,199.7869852,451.2544803,0.999999881,147.0933445,322.7187986,0.999999642,154.1899493,295.7753615,0.99918884,141.3720632,292.040897,0.999983072,135.0498157,303.3004484,0.999999404,135.553359,338.6441795,1,184.5801606,424.9846768,0.999999881,170.3813691,455.2524166,0.999999642,174.3823392,467.1205535,1,191.12322,475.7149255,1
265,199.3639634,478.0063806,0.999999881,155.4129602,347.1040983,0.99999702,220.2077569,611.2136173,0.007188259,163.4071466,317.4852589,0.999996066,156.3987941,334.7157435,0.999985695,145.0531325,359.5032022,1,184.9921274,452.6542218,1,172.1796187,482.0711291,1,176.5447218,494.9575641,0.999999881,191.4087663,503.0542941,1
266,202.3321021,503.6810379,0.999999881,163.5072923,372.9999399,1,175.1471958,345.317662,0.000994734,181.0828583,350.0259285,0.999999404,175.7921548,374.3884723,0.999998212,155.320967,390.0757136,0.999999881,188.1104625,479.4497571,1,173.8693923,509.2250193,0.999999642,179.0307693,521.6581521,1,193.5790372,530.0116861,1
267,204.7415639,524.334371,0.999999642,174.1896062,398.3142724,0.999999523,186.371913,366.0023556,0.005334148,191.9121487,374.2761407,0.999998569,191.4283233,401.2346535,0.999998808,169.9606423,414.8570268,1,189.4897215,501.8398733,1,177.9390001,530.6509088,1,180.1207474,544.7080553,1,195.8280615,553.345922,1
268,208.4413929,542.0607846,0.999999762,179.4478019,415.5466671,1,194.8766342,391.1084197,0.999828339,198.4971871,401.9869637,1,195.996582,424.1293592,1,177.1587224,436.5694323,1,193.0923543,519.7235844,1,182.2620826,548.3205703,1,186.4687314,562.0202714,1,201.3255267,569.7625368,1
269,211.6492749,556.8634459,1,183.2593372,432.631784,1,199.4636948,406.9826071,0.999999881,202.4587187,422.1209073,1,200.7249815,441.278861,1,184.5052104,453.7256219,1,196.7676709,535.1635199,1,188.7957235,564.7386383,1,192.2902861,578.9203362,1,208.8959994,583.8728347,0.999999881
270,216.292583,568.4736991,0.999999881,188.0341819,441.853801,0.999999881,206.9645762,417.4211216,0.999968171,207.5738847,430.3972006,1,205.3583978,450.5086093,1,191.1282272,463.6787918,1,203.1412626,546.1657186,0.999999762,192.6329041,576.2164583,0.999999881,198.285465,591.7926188,0.999999642,216.2247858,593.1094947,0.999999642
271,221.0336987,577.0892971,0.999999881,192.8001122,448.8037641,1,212.0063739,424.8722939,1,210.9616135,440.1458836,1,210.3921838,458.2464263,1,197.4506348,471.2012942,1,208.0912068,559.2206039,0.999979854,198.8957272,584.0665562,0.999999881,206.6128731,599.1329529,0.999998212,222.1358442,598.7482963,0.99994874
272,222.629694,576.8069551,0.999999642,193.8705101,450.519311,1,212.0582882,425.4633017,1,212.4560824,442.5396947,1,211.5866829,459.851318,1,199.9449558,472.8551197,1,210.1243919,561.0357528,0.999926686,201.3342209,586.6457375,0.999999404,209.7706103,600.5300994,0.999998569,225.5205739,598.0094943,0.999872804
273,222.3072152,576.4506938,0.999999762,194.0833383,452.1247699,1,211.518039,428.2005243,1,213.1612847,444.3923565,1,212.2268516,462.4007149,1,201.223568,474.5701532,1,209.3678105,561.1403732,0.999949098,199.4340494,587.5849014,0.999999762,208.6630123,600.9233718,0.999990463,225.191957,598.5886829,0.998935401
274,222.2760701,583.3705881,0.999999404,192.9890537,460.8501331,1,211.709979,436.7577825,1,215.8063016,453.8177315,1,213.9579387,469.3366549,1,204.2802426,482.1576753,1,208.0841539,567.353554,0.999996662,201.5364203,591.5011625,0.999982595,209.2705894,604.3654411,0.954316139,222.8442445,603.2613487,0.317500532
275,222.6718426,590.7875776,0.999770701,192.3891921,477.7309023,1,209.7387547,454.5904684,1,215.4435205,472.1498322,1,214.6148789,486.1908634,1,203.2796931,499.2105759,1,209.0736642,585.2295711,0.175283894,205.7158154,601.3218083,0.018307047,214.9937167,601.8954175,0.001479471,221.0010252,601.9303994,0.000692806
276,250.3755137,554.0290313,0.999904037,188.0846978,490.6452265,1,205.2284846,466.7604613,1,206.0809679,484.5194075,1,207.1430819,500.1038855,1,200.2652855,512.2739949,1,226.2661781,568.4094524,0.999998212,228.8270535,585.6171412,0.999996066,239.4070385,588.4223355,0.999988556,255.7294347,577.3605554,0.999723256
277,296.3906054,461.7295145,0.999999762,187.3677698,499.4605217,1,202.3227059,476.1803796,1,207.739481,493.6183709,1,208.9905088,506.9980344,1,199.6845839,520.6467724,1,266.4737302,466.1898293,1,269.3813546,478.8538394,0.999998689,277.2071568,487.6143653,1,288.7101409,488.3800702,0.999999642
278,319.3163826,390.4456429,0.999997735,193.8269806,508.529421,1,209.0327916,486.9774661,1,214.3197291,503.4873509,1,215.1754413,518.1339796,1,206.5452566,530.8434418,1,289.9425473,385.504483,0.999999881,293.4655008,386.0526338,0.999999046,297.1144905,394.6989204,0.999998093,299.9942917,402.151947,0.999999642
279,320.9283571,357.5064611,0.999373019,202.050221,517.2192138,1,215.6327548,496.6023006,1,219.0920928,511.018569,1,221.4832015,528.1902914,1,214.6499588,539.9856674,1,296.7303741,335.3334672,0.999977946,300.4729109,331.8443801,0.999993801,305.6823897,340.7440071,0.97870934,295.0643034,351.3160617,0.756425261
280,296.0607572,328.0397305,0.999990463,206.2577796,525.3073334,1,221.2896236,504.1979623,1,223.7623971,518.860934,1,224.9786935,533.8144276,1,217.5368576,546.465676,1,277.3102034,295.0215335,0.869019151,282.6451364,293.7234576,0.999996305,283.207629,301.8367616,0.999692202,273.4675355,328.6066365,0.999907494
281,278.3799255,314.0224714,0.999993086,209.0213256,531.0840761,1,222.7791941,510.8881164,0.999999881,227.2228115,526.2901399,1,228.6578192,540.7830987,1,219.155372,551.8430631,1,258.6048919,276.1682262,0.986984611,264.4812479,273.8575361,0.999999762,265.4442377,282.0714136,0.999913216,259.7410315,319.8997321,0.999976039
282,246.7932699,325.8987794,0.981285214,210.4488999,543.8038213,1,226.4667056,521.837919,1,229.1964717,537.9640002,1,229.9367266,552.0817513,1,220.5068412,563.6428372,1,239.4761114,280.7667787,0.022656472,229.3713318,291.0318555,0.998549163,225.2797198,303.4878147,0.679038644,236.5724496,329.8363349,0.998354852
283,231.4387341,331.6471798,0.999930024,209.8195567,554.5013636,1,226.8136294,535.1093907,1,229.7138193,551.3633845,1,228.9665722,565.2525749,1,218.8825755,575.4902959,1,224.5763431,300.6311359,0.999993563,204.573788,317.7398884,0.99999404,199.9359827,332.6529539,0.999995828,219.3094599,352.6646159,0.999998808
284,226.0178318,349.8497685,0.999999046,211.1524634,569.502914,1,229.6413655,550.5493491,1,232.359798,567.1920967,1,230.469301,579.7050811,1,221.3245316,589.926959,1,218.617381,321.8875723,1,197.3969601,338.9873229,1,195.1393486,355.1283017,0.999999881,213.8604794,371.2013329,1
